company_id;company_name;industry;location;business_description;website;email;revenue_sar
SA-MOCK-183;Arabian Group 71;Fintech;Riyadh;An established name in the fintech space, known for integrated technologies for large corporations.;www.arabiangro.com.sa;sales@arabiangro.com.sa;138800000
SA-MOCK-184;Smart Oasis Technologies 68;Banking;Jeddah;Transforming the banking landscape in Jeddah through comprehensive technologies.;www.smartoasis.com.sa;;8254700000
SA-MOCK-185;Gulf Oasis Technologies 14;Energy;Dammam;Develops sustainable energy infrastructure for local SMEs to streamline daily operations.;www.gulfoasist.com.sa;;717300000
SA-MOCK-186;Al Holdings 57;Real Estate;Jeddah;Dedicated to offering innovative real estate technologies nationwide empowering businesses to grow exponentially.;www.alholdings.com.sa;sales@alholdings.com.sa;1970100000
SA-MOCK-187;Smart Company 17;Real Estate;Dammam;Offers agile real estate solutions in the MENA region enhancing customer experiences.;www.smartcompa.com.sa;;11605100000
SA-MOCK-188;National Apex Solutions 30;Retail;Riyadh;Established in Riyadh, this company delivers agile retail solutions driving efficiency and growth.;www.nationalap.com.sa;sales@nationalap.com.sa;3374600000
SA-MOCK-189;Saudi Group 39;Manufacturing;Riyadh;Specializes in providing integrated manufacturing infrastructure in the MENA region aligned closely with Vision 2030 objectives.;www.saudigroup.com.sa;;3842800000
SA-MOCK-190;Al Apex Logistics 32;Retail;Dammam;An established name in the retail space, known for agile strategies for large corporations.;www.alapexlogi.com.sa;;321100000
SA-MOCK-191;Al Tech Services 34;Energy;Dammam;B2B energy specialists focusing on enterprise-grade strategies driving efficiency and growth.;;info@altechserv.com.sa;13658800000
SA-MOCK-192;Saudi Corp 44;Energy;Jeddah;Dedicated to offering cutting-edge energy services in the MENA region enhancing customer experiences.;www.saudicorp4.com.sa;;6828000000
SA-MOCK-193;Gulf Vision Logistics 23;Real Estate;Jeddah;B2B real estate specialists focusing on cutting-edge solutions backed by years of deep industry expertise.;www.gulfvision.com.sa;;727300000
SA-MOCK-194;Al Logistics 45;Manufacturing;Dammam;Leading the way in enterprise-grade manufacturing strategies nationwide empowering businesses to grow exponentially.;www.allogistic.com.sa;;6673700000
SA-MOCK-195;Arabian Oasis Logistics 22;Manufacturing;Jeddah;A Jeddah-based firm that provides top-tier manufacturing strategies nationwide.;www.arabianoas.com.sa;contact@arabianoas.com.sa;152200000
SA-MOCK-196;Saudi Pioneer Holdings 83;Manufacturing;Riyadh;Manages integrated manufacturing strategies for government entities to streamline daily operations.;www.saudipione.com.sa;info@saudipione.com.sa;4290700000
SA-MOCK-197;Al Pioneer Company 65;Information Technology;Jeddah;A fast-growing information technology startup building the next generation of solutions nationwide.;www.alpioneerc.com.sa;;58200000
SA-MOCK-198;Global Vision Corp 52;Education;Riyadh;Expertly handles comprehensive education systems for local SMEs backed by years of deep industry expertise.;;contact@globalvisi.com.sa;241900000
SA-MOCK-199;National Pioneer Corp 47;Construction;Jeddah;Designing agile technologies for the construction sector for large corporations.;www.nationalpi.com.sa;hello@nationalpi.com.sa;407900000
SA-MOCK-200;National Corp 10;Hospitality;Riyadh;One of the key hospitality entities in Riyadh, offering cutting-edge technologies enhancing customer experiences.;;;33900000
SA-MOCK-201;Smart Tech Solutions 76;Fintech;Jeddah;Manages cutting-edge fintech systems in the MENA region to streamline daily operations.;www.smarttechs.com.sa;;268400000
SA-MOCK-202;National Technologies 38;Fintech;Jeddah;Providing comprehensive solutions for the fintech sector nationwide.;;sales@nationalte.com.sa;85300000
SA-MOCK-203;National Oasis Corp 38;Energy;Dammam;A Dammam-based firm that designs top-tier energy services for local SMEs.;www.nationaloa.com.sa;hello@nationaloa.com.sa;7940700000
SA-MOCK-204;National Technologies 39;Logistics;Dammam;Focuses on delivering sustainable logistics systems nationwide enhancing customer experiences.;www.nationalte.com.sa;;3405600000
SA-MOCK-205;Smart Corp 21;Healthcare;Jeddah;Transforming the healthcare landscape in Jeddah through enterprise-grade strategies.;;partners@smartcorp2.com.sa;305200000
SA-MOCK-206;United Pioneer Industries 40;Telecommunications;Riyadh;Dedicated to offering data-driven telecommunications platforms for large corporations backed by years of deep industry expertise.;;hello@unitedpion.com.sa;421400000
SA-MOCK-207;Smart Tech Corp 41;Hospitality;Riyadh;Operating primarily out of Riyadh, they provide hospitality services across the Saudi market to streamline daily operations.;www.smarttechc.com.sa;hello@smarttechc.com.sa;49300000
SA-MOCK-208;Gulf Solutions 89;Logistics;Dammam;Manages sustainable logistics strategies for local SMEs with a strong focus on digital transformation.;;contact@gulfsoluti.com.sa;1056900000
SA-MOCK-209;Global Technologies 96;Hospitality;Jeddah;Develops innovative hospitality technologies for government entities empowering businesses to grow exponentially.;www.globaltech.com.sa;;29300000
SA-MOCK-210;Al Corp 27;Real Estate;Riyadh;Focuses on delivering cutting-edge real estate platforms across the Saudi market aligned closely with Vision 2030 objectives.;www.alcorp27.com.sa;hello@alcorp27.com.sa;187100000
SA-MOCK-211;Al Oasis Corp 61;Banking;Dammam;An established name in the banking space, known for cutting-edge services in the MENA region.;www.aloasiscor.com.sa;sales@aloasiscor.com.sa;32390200000
SA-MOCK-212;Al Services 56;Education;Jeddah;Develops innovative education systems for local SMEs to streamline daily operations.;;contact@alservices.com.sa;330100000
SA-MOCK-213;Al Apex Corp 65;Energy;Dammam;One of the key energy entities in Dammam, offering cutting-edge strategies empowering businesses to grow exponentially.;www.alapexcorp.com.sa;;3652700000
SA-MOCK-214;Smart Star Technologies 22;Education;Jeddah;Leading the way in innovative education infrastructure for local SMEs enhancing customer experiences.;www.smartstart.com.sa;sales@smartstart.com.sa;1126900000
SA-MOCK-215;Smart Oasis Solutions 37;Retail;Riyadh;Driven by modern innovation, this enterprise focuses on retail services across the Saudi market.;www.smartoasis.com.sa;;239200000
SA-MOCK-216;Gulf Star Group 90;Healthcare;Jeddah;One of the key healthcare entities in Jeddah, offering agile systems with a strong focus on digital transformation.;www.gulfstargr.com.sa;contact@gulfstargr.com.sa;2610200000
SA-MOCK-217;National Oasis Logistics 35;Energy;Riyadh;Driven by modern innovation, this enterprise focuses on energy frameworks for government entities.;;partners@nationaloa.com.sa;1221500000
SA-MOCK-218;United Company 50;Manufacturing;Riyadh;An established name in the manufacturing space, known for integrated infrastructure in the MENA region.;;contact@unitedcomp.com.sa;866300000
SA-MOCK-219;Arabian Oasis Company 25;Logistics;Riyadh;An established name in the logistics space, known for scalable platforms for the B2B sector.;;contact@arabianoas.com.sa;1959500000
SA-MOCK-220;Smart Apex Group 68;Construction;Dammam;Established in Dammam, this company provides cutting-edge construction technologies to streamline daily operations.;www.smartapexg.com.sa;contact@smartapexg.com.sa;3304500000
SA-MOCK-221;National Oasis Holdings 68;Retail;Dammam;Expertly handles innovative retail systems for local SMEs enhancing customer experiences.;www.nationaloa.com.sa;;3382300000
SA-MOCK-222;Saudi Services 90;Hospitality;Jeddah;Operating primarily out of Jeddah, they provide hospitality services to enterprise clients with a strong focus on digital transformation.;www.saudiservi.com.sa;;76700000
SA-MOCK-223;Future Oasis Industries 92;Healthcare;Dammam;Offers innovative healthcare platforms for large corporations backed by years of deep industry expertise.;www.futureoasi.com.sa;hello@futureoasi.com.sa;1692400000
SA-MOCK-224;United Oasis Solutions 66;Fintech;Dammam;Expertly handles integrated fintech services to enterprise clients driving efficiency and growth.;www.unitedoasi.com.sa;info@unitedoasi.com.sa;30400000
SA-MOCK-225;Arabian Star Services 19;Education;Jeddah;An established name in the education space, known for integrated frameworks for local SMEs.;www.arabiansta.com.sa;sales@arabiansta.com.sa;20600000
SA-MOCK-226;Global Services 71;Hospitality;Riyadh;Expertly handles comprehensive hospitality strategies across the Saudi market empowering businesses to grow exponentially.;;partners@globalserv.com.sa;138800000
SA-MOCK-227;Future Tech Holdings 18;Banking;Dammam;Operating primarily out of Dammam, they provide banking services for the B2B sector to streamline daily operations.;;;23613500000
SA-MOCK-228;Al Apex Corp 25;Banking;Dammam;A Dammam-based firm that designs top-tier banking strategies for government entities.;www.alapexcorp.com.sa;;24912100000
SA-MOCK-229;Gulf Industries 31;Telecommunications;Jeddah;A Jeddah-based firm that designs top-tier telecommunications frameworks for the B2B sector.;www.gulfindust.com.sa;;10580200000
SA-MOCK-230;Global Corp 61;Logistics;Jeddah;Operating primarily out of Jeddah, they provide logistics services across the Saudi market enhancing customer experiences.;www.globalcorp.com.sa;contact@globalcorp.com.sa;3927600000
SA-MOCK-231;Arabian Oasis Solutions 77;Manufacturing;Jeddah;Focuses on delivering enterprise-grade manufacturing technologies for large corporations with a strong focus on digital transformation.;;;400300000
SA-MOCK-232;National Solutions 66;Construction;Riyadh;Providing agile solutions for the construction sector for government entities.;www.nationalso.com.sa;;90500000
SA-MOCK-233;Saudi Tech Services 39;Manufacturing;Jeddah;Focuses on delivering innovative manufacturing solutions for local SMEs with a strong focus on digital transformation.;www.sauditechs.com.sa;info@sauditechs.com.sa;956400000
SA-MOCK-234;Smart Company 56;Energy;Jeddah;Driven by modern innovation, this enterprise focuses on energy frameworks for local SMEs.;;info@smartcompa.com.sa;1724700000
SA-MOCK-235;Global Company 35;Information Technology;Riyadh;Expertly handles comprehensive information technology services for the B2B sector empowering businesses to grow exponentially.;;;148200000
SA-MOCK-236;United Industries 31;Real Estate;Dammam;Specializes in providing scalable real estate strategies for local SMEs with a strong focus on digital transformation.;www.unitedindu.com.sa;;636700000
SA-MOCK-237;Smart Logistics 18;Retail;Dammam;A pioneer in agile retail systems for local SMEs to streamline daily operations.;www.smartlogis.com.sa;;1000000000
SA-MOCK-238;Saudi Apex Group 62;Education;Jeddah;A pioneer in tailored education services in the MENA region backed by years of deep industry expertise.;www.saudiapexg.com.sa;partners@saudiapexg.com.sa;136900000
SA-MOCK-239;Smart Pioneer Group 73;Education;Riyadh;Operating primarily out of Riyadh, they provide education services for large corporations driving efficiency and growth.;www.smartpione.com.sa;;53200000
SA-MOCK-240;Saudi Apex Corp 73;Fintech;Dammam;An established name in the fintech space, known for sustainable platforms nationwide.;;sales@saudiapexc.com.sa;599200000
SA-MOCK-241;Gulf Services 18;Banking;Riyadh;One of the key banking entities in Riyadh, offering innovative infrastructure to streamline daily operations.;www.gulfservic.com.sa;;46030200000
SA-MOCK-242;Global Apex Services 19;Healthcare;Dammam;Driven by modern innovation, this enterprise focuses on healthcare systems across the Saudi market.;;partners@globalapex.com.sa;854200000
SA-MOCK-243;Gulf Technologies 56;Healthcare;Jeddah;Deploying sustainable systems for the healthcare sector in the MENA region.;www.gulftechno.com.sa;;118300000
SA-MOCK-244;Arabian Company 79;Healthcare;Dammam;Specializes in providing comprehensive healthcare technologies for government entities driving efficiency and growth.;www.arabiancom.com.sa;;94300000
SA-MOCK-245;Smart Apex Holdings 37;Telecommunications;Riyadh;Offers sustainable telecommunications technologies nationwide backed by years of deep industry expertise.;www.smartapexh.com.sa;;22269900000
SA-MOCK-246;Smart Star Holdings 44;Telecommunications;Jeddah;Dedicated to offering data-driven telecommunications platforms for large corporations backed by years of deep industry expertise.;www.smartstarh.com.sa;hello@smartstarh.com.sa;484200000
SA-MOCK-247;Smart Pioneer Company 97;Telecommunications;Jeddah;Expertly handles scalable telecommunications services to enterprise clients with a strong focus on digital transformation.;www.smartpione.com.sa;info@smartpione.com.sa;10454900000
SA-MOCK-248;Future Services 67;Energy;Riyadh;Manages agile energy frameworks to enterprise clients to streamline daily operations.;;sales@futureserv.com.sa;6516700000
SA-MOCK-249;Future Oasis Technologies 60;Energy;Jeddah;Focuses on delivering integrated energy technologies for large corporations enhancing customer experiences.;www.futureoasi.com.sa;;2008600000
SA-MOCK-250;Al Logistics 98;Banking;Dammam;A fast-growing banking startup building the next generation of strategies for government entities.;www.allogistic.com.sa;;19142400000
SA-MOCK-251;Gulf Apex Logistics 75;Banking;Dammam;Specializes in providing sustainable banking systems nationwide enhancing customer experiences.;;;546000000
SA-MOCK-252;Global Logistics 34;Retail;Riyadh;B2B retail specialists focusing on innovative technologies empowering businesses to grow exponentially.;;;95800000
SA-MOCK-253;Smart Tech Solutions 44;Education;Dammam;Providing data-driven strategies for the education sector in the MENA region.;www.smarttechs.com.sa;hello@smarttechs.com.sa;111300000
SA-MOCK-254;National Apex Technologies 76;Telecommunications;Riyadh;Dedicated to offering integrated telecommunications systems nationwide to streamline daily operations.;;contact@nationalap.com.sa;448200000
SA-MOCK-255;National Company 60;Healthcare;Dammam;Develops innovative healthcare solutions for the B2B sector with a strong focus on digital transformation.;;;6150700000
SA-MOCK-256;Saudi Holdings 62;Energy;Riyadh;Leading the way in agile energy infrastructure across the Saudi market to streamline daily operations.;www.saudiholdi.com.sa;;1455200000
SA-MOCK-257;Al Apex Logistics 54;Energy;Dammam;A fast-growing energy startup building the next generation of infrastructure for large corporations.;www.alapexlogi.com.sa;info@alapexlogi.com.sa;942500000
SA-MOCK-258;Saudi Vision Group 32;Manufacturing;Dammam;A pioneer in sustainable manufacturing infrastructure nationwide with a strong focus on digital transformation.;www.saudivisio.com.sa;partners@saudivisio.com.sa;126500000
SA-MOCK-259;Al Corp 16;Logistics;Dammam;An established name in the logistics space, known for innovative solutions for large corporations.;www.alcorp16.com.sa;partners@alcorp16.com.sa;834400000
SA-MOCK-260;Smart Pioneer Solutions 73;Energy;Jeddah;One of the key energy entities in Jeddah, offering sustainable systems backed by years of deep industry expertise.;www.smartpione.com.sa;partners@smartpione.com.sa;3728200000
SA-MOCK-261;National Technologies 71;Education;Riyadh;Established in Riyadh, this company provides comprehensive education solutions to streamline daily operations.;www.nationalte.com.sa;sales@nationalte.com.sa;281600000
SA-MOCK-262;Saudi Logistics 72;Real Estate;Jeddah;An established name in the real estate space, known for comprehensive services for government entities.;;sales@saudilogis.com.sa;2130700000
SA-MOCK-263;Smart Pioneer Solutions 75;Healthcare;Riyadh;Expertly handles enterprise-grade healthcare systems to enterprise clients aligned closely with Vision 2030 objectives.;www.smartpione.com.sa;partners@smartpione.com.sa;5473600000
SA-MOCK-264;Global Solutions 85;Energy;Riyadh;Focuses on delivering tailored energy platforms in the MENA region enhancing customer experiences.;www.globalsolu.com.sa;;37328000000
SA-MOCK-265;National Services 88;Hospitality;Dammam;Established in Dammam, this company delivers comprehensive hospitality platforms aligned closely with Vision 2030 objectives.;;;375900000
SA-MOCK-266;Al Corp 34;Real Estate;Dammam;A fast-growing real estate startup building the next generation of platforms to enterprise clients.;;contact@alcorp34.com.sa;217200000
SA-MOCK-267;Al Tech Logistics 28;Hospitality;Riyadh;Develops tailored hospitality frameworks for local SMEs aligned closely with Vision 2030 objectives.;www.altechlogi.com.sa;;124000000
SA-MOCK-268;Al Vision Company 13;Manufacturing;Riyadh;Focuses on delivering cutting-edge manufacturing strategies to enterprise clients backed by years of deep industry expertise.;www.alvisionco.com.sa;contact@alvisionco.com.sa;244800000
SA-MOCK-269;Al Services 70;Real Estate;Riyadh;Dedicated to offering enterprise-grade real estate infrastructure for government entities to streamline daily operations.;www.alservices.com.sa;hello@alservices.com.sa;84400000
SA-MOCK-270;Al Services 57;Telecommunications;Dammam;Develops enterprise-grade telecommunications solutions to enterprise clients to streamline daily operations.;www.alservices.com.sa;;3519300000
SA-MOCK-271;Global Star Technologies 95;Manufacturing;Jeddah;A Jeddah-based firm that deploys top-tier manufacturing systems nationwide.;;;3581800000
SA-MOCK-272;United Solutions 68;Construction;Riyadh;Expertly handles tailored construction strategies for the B2B sector backed by years of deep industry expertise.;;contact@unitedsolu.com.sa;95000000
SA-MOCK-273;Future Holdings 98;Telecommunications;Riyadh;One of the key telecommunications entities in Riyadh, offering cutting-edge infrastructure aligned closely with Vision 2030 objectives.;www.futurehold.com.sa;info@futurehold.com.sa;1402100000
SA-MOCK-274;Smart Industries 12;Construction;Riyadh;Offers agile construction solutions to enterprise clients aligned closely with Vision 2030 objectives.;www.smartindus.com.sa;;212300000
SA-MOCK-275;Al Apex Services 87;Construction;Jeddah;A pioneer in data-driven construction strategies for large corporations with a strong focus on digital transformation.;www.alapexserv.com.sa;contact@alapexserv.com.sa;1159500000
SA-MOCK-276;Gulf Services 13;Telecommunications;Dammam;Focuses on delivering tailored telecommunications systems for the B2B sector backed by years of deep industry expertise.;;sales@gulfservic.com.sa;4394500000
SA-MOCK-277;Smart Oasis Solutions 70;Education;Jeddah;Operating primarily out of Jeddah, they provide education services for large corporations enhancing customer experiences.;www.smartoasis.com.sa;sales@smartoasis.com.sa;259300000
SA-MOCK-278;National Apex Holdings 51;Education;Dammam;Manages sustainable education frameworks for the B2B sector enhancing customer experiences.;www.nationalap.com.sa;contact@nationalap.com.sa;549600000
SA-MOCK-279;Saudi Logistics 46;Education;Riyadh;Operating primarily out of Riyadh, they provide education services nationwide driving efficiency and growth.;;hello@saudilogis.com.sa;80400000
SA-MOCK-280;Al Oasis Corp 48;Education;Dammam;Manages innovative education solutions nationwide to streamline daily operations.;www.aloasiscor.com.sa;sales@aloasiscor.com.sa;664100000
SA-MOCK-281;Smart Vision Solutions 98;Information Technology;Dammam;Driven by modern innovation, this enterprise focuses on information technology platforms in the MENA region.;;partners@smartvisio.com.sa;4970800000
SA-MOCK-282;Global Logistics 96;Banking;Jeddah;Operating primarily out of Jeddah, they provide banking services across the Saudi market to streamline daily operations.;www.globallogi.com.sa;contact@globallogi.com.sa;747100000
SA-MOCK-283;Arabian Corp 91;Telecommunications;Riyadh;Transforming the telecommunications landscape in Riyadh through data-driven platforms.;;partners@arabiancor.com.sa;29327000000
SA-MOCK-284;Saudi Star Holdings 85;Education;Jeddah;Dedicated to offering integrated education systems for local SMEs aligned closely with Vision 2030 objectives.;;;459400000
SA-MOCK-285;Saudi Technologies 96;Healthcare;Dammam;One of the key healthcare entities in Dammam, offering data-driven solutions empowering businesses to grow exponentially.;www.sauditechn.com.sa;partners@sauditechn.com.sa;157900000
SA-MOCK-286;Global Pioneer Corp 10;Telecommunications;Dammam;Expertly handles comprehensive telecommunications strategies nationwide with a strong focus on digital transformation.;www.globalpion.com.sa;;3229500000
SA-MOCK-287;Smart Logistics 69;Information Technology;Dammam;An established name in the information technology space, known for enterprise-grade infrastructure for local SMEs.;;;1196100000
SA-MOCK-288;Global Vision Logistics 39;Logistics;Jeddah;Focuses on delivering cutting-edge logistics systems in the MENA region backed by years of deep industry expertise.;;;3237200000
SA-MOCK-289;Saudi Solutions 47;Retail;Dammam;Driven by modern innovation, this enterprise focuses on retail frameworks nationwide.;;info@saudisolut.com.sa;303700000
SA-MOCK-290;Smart Company 78;Banking;Jeddah;One of the key banking entities in Jeddah, offering scalable strategies aligned closely with Vision 2030 objectives.;www.smartcompa.com.sa;partners@smartcompa.com.sa;6864300000
SA-MOCK-291;Gulf Industries 95;Healthcare;Riyadh;One of the key healthcare entities in Riyadh, offering data-driven services backed by years of deep industry expertise.;www.gulfindust.com.sa;;7976000000
SA-MOCK-292;National Technologies 15;Banking;Riyadh;One of the key banking entities in Riyadh, offering agile technologies with a strong focus on digital transformation.;www.nationalte.com.sa;contact@nationalte.com.sa;19611200000
SA-MOCK-293;Smart Vision Group 93;Real Estate;Dammam;Specializes in providing cutting-edge real estate platforms for large corporations with a strong focus on digital transformation.;;;9075700000
SA-MOCK-294;Saudi Star Solutions 53;Real Estate;Riyadh;Operating primarily out of Riyadh, they provide real estate services across the Saudi market backed by years of deep industry expertise.;www.saudistars.com.sa;sales@saudistars.com.sa;816900000
SA-MOCK-295;Arabian Technologies 38;Real Estate;Riyadh;Transforming the real estate landscape in Riyadh through scalable platforms.;;;2091400000
SA-MOCK-296;National Logistics 18;Information Technology;Dammam;Offers enterprise-grade information technology infrastructure in the MENA region with a strong focus on digital transformation.;www.nationallo.com.sa;;141400000
SA-MOCK-297;Future Pioneer Technologies 34;Banking;Dammam;Driven by modern innovation, this enterprise focuses on banking platforms for government entities.;www.futurepion.com.sa;;13894400000
SA-MOCK-298;Global Pioneer Holdings 56;Telecommunications;Riyadh;A Riyadh-based firm that designs top-tier telecommunications technologies across the Saudi market.;www.globalpion.com.sa;;17328100000
SA-MOCK-299;Al Vision Logistics 48;Education;Dammam;Develops sustainable education frameworks to enterprise clients aligned closely with Vision 2030 objectives.;www.alvisionlo.com.sa;;299500000
SA-MOCK-300;United Technologies 83;Banking;Riyadh;Expertly handles data-driven banking frameworks for large corporations aligned closely with Vision 2030 objectives.;www.unitedtech.com.sa;hello@unitedtech.com.sa;13623700000
SA-MOCK-301;National Vision Solutions 84;Manufacturing;Riyadh;Transforming the manufacturing landscape in Riyadh through integrated solutions.;;;291200000
SA-MOCK-302;Gulf Apex Corp 69;Construction;Jeddah;B2B construction specialists focusing on scalable services with a strong focus on digital transformation.;www.gulfapexco.com.sa;contact@gulfapexco.com.sa;3084900000
SA-MOCK-303;Global Star Solutions 25;Information Technology;Jeddah;Focuses on delivering agile information technology systems for government entities driving efficiency and growth.;www.globalstar.com.sa;partners@globalstar.com.sa;7245900000
SA-MOCK-304;United Apex Technologies 79;Telecommunications;Jeddah;A fast-growing telecommunications startup building the next generation of technologies for local SMEs.;www.unitedapex.com.sa;;36039400000
SA-MOCK-305;National Tech Services 90;Education;Riyadh;Dedicated to offering agile education systems nationwide aligned closely with Vision 2030 objectives.;www.nationalte.com.sa;partners@nationalte.com.sa;172000000
SA-MOCK-306;Future Tech Solutions 18;Banking;Dammam;One of the key banking entities in Dammam, offering sustainable technologies backed by years of deep industry expertise.;;partners@futuretech.com.sa;19078500000
SA-MOCK-307;United Pioneer Solutions 85;Fintech;Riyadh;An established name in the fintech space, known for tailored frameworks to enterprise clients.;www.unitedpion.com.sa;;31100000
SA-MOCK-308;National Vision Holdings 11;Information Technology;Jeddah;One of the key information technology entities in Jeddah, offering innovative solutions empowering businesses to grow exponentially.;www.nationalvi.com.sa;;5066400000
SA-MOCK-309;United Star Industries 98;Information Technology;Dammam;Transforming the information technology landscape in Dammam through cutting-edge platforms.;www.unitedstar.com.sa;;3847900000
SA-MOCK-310;Gulf Apex Technologies 63;Energy;Riyadh;Dedicated to offering tailored energy solutions to enterprise clients to streamline daily operations.;;info@gulfapexte.com.sa;2399000000
SA-MOCK-311;National Oasis Services 77;Construction;Dammam;Established in Dammam, this company delivers innovative construction technologies driving efficiency and growth.;www.nationaloa.com.sa;contact@nationaloa.com.sa;59700000
SA-MOCK-312;National Solutions 58;Construction;Dammam;A pioneer in tailored construction strategies for the B2B sector aligned closely with Vision 2030 objectives.;www.nationalso.com.sa;partners@nationalso.com.sa;336200000
SA-MOCK-313;Global Solutions 48;Banking;Dammam;Develops innovative banking solutions in the MENA region backed by years of deep industry expertise.;;contact@globalsolu.com.sa;6303400000
SA-MOCK-314;Arabian Oasis Solutions 41;Banking;Jeddah;Dedicated to offering integrated banking frameworks for local SMEs enhancing customer experiences.;www.arabianoas.com.sa;sales@arabianoas.com.sa;17196400000
SA-MOCK-315;Global Oasis Company 49;Logistics;Riyadh;Transforming the logistics landscape in Riyadh through scalable technologies.;;info@globaloasi.com.sa;420900000
SA-MOCK-316;National Services 84;Fintech;Jeddah;Develops comprehensive fintech frameworks nationwide with a strong focus on digital transformation.;www.nationalse.com.sa;;5900000
SA-MOCK-317;Global Corp 49;Manufacturing;Jeddah;Designing data-driven infrastructure for the manufacturing sector across the Saudi market.;www.globalcorp.com.sa;info@globalcorp.com.sa;5764500000
SA-MOCK-318;Smart Pioneer Group 60;Energy;Dammam;B2B energy specialists focusing on innovative solutions empowering businesses to grow exponentially.;;;667000000
SA-MOCK-319;Gulf Star Corp 51;Education;Riyadh;A Riyadh-based firm that delivers top-tier education frameworks nationwide.;www.gulfstarco.com.sa;hello@gulfstarco.com.sa;692600000
SA-MOCK-320;Al Star Solutions 55;Education;Jeddah;Manages cutting-edge education platforms nationwide to streamline daily operations.;www.alstarsolu.com.sa;info@alstarsolu.com.sa;25000000
SA-MOCK-321;Gulf Star Solutions 48;Healthcare;Dammam;Expertly handles innovative healthcare solutions for local SMEs with a strong focus on digital transformation.;;info@gulfstarso.com.sa;461900000
SA-MOCK-322;Smart Star Company 40;Manufacturing;Riyadh;Delivering sustainable technologies for the manufacturing sector in the MENA region.;www.smartstarc.com.sa;;5182700000
SA-MOCK-323;Global Logistics 98;Fintech;Dammam;Driven by modern innovation, this enterprise focuses on fintech strategies for the B2B sector.;www.globallogi.com.sa;;11100000
SA-MOCK-324;Global Group 86;Fintech;Jeddah;An established name in the fintech space, known for agile infrastructure to enterprise clients.;;hello@globalgrou.com.sa;11700000
SA-MOCK-325;United Services 78;Logistics;Dammam;A pioneer in enterprise-grade logistics solutions for the B2B sector with a strong focus on digital transformation.;;contact@unitedserv.com.sa;484400000
SA-MOCK-326;National Corp 10;Real Estate;Jeddah;Focuses on delivering cutting-edge real estate frameworks nationwide driving efficiency and growth.;www.nationalco.com.sa;;3003600000
SA-MOCK-327;United Oasis Logistics 14;Construction;Riyadh;A pioneer in enterprise-grade construction platforms for government entities to streamline daily operations.;www.unitedoasi.com.sa;;2309000000
SA-MOCK-328;United Holdings 29;Logistics;Jeddah;Leading the way in scalable logistics strategies for local SMEs with a strong focus on digital transformation.;;;1115900000
SA-MOCK-329;Arabian Pioneer Technologies 14;Logistics;Riyadh;Expertly handles integrated logistics frameworks in the MENA region enhancing customer experiences.;www.arabianpio.com.sa;info@arabianpio.com.sa;3847800000
SA-MOCK-330;Smart Apex Solutions 55;Energy;Dammam;Expertly handles comprehensive energy technologies to enterprise clients with a strong focus on digital transformation.;www.smartapexs.com.sa;;4587700000
SA-MOCK-331;National Technologies 43;Energy;Dammam;Driven by modern innovation, this enterprise focuses on energy solutions for the B2B sector.;www.nationalte.com.sa;hello@nationalte.com.sa;35797100000
SA-MOCK-332;Gulf Star Technologies 55;Manufacturing;Dammam;Building sustainable technologies for the manufacturing sector across the Saudi market.;www.gulfstarte.com.sa;contact@gulfstarte.com.sa;153900000
SA-MOCK-333;Global Technologies 13;Real Estate;Jeddah;Dedicated to offering sustainable real estate solutions to enterprise clients with a strong focus on digital transformation.;www.globaltech.com.sa;partners@globaltech.com.sa;242600000
SA-MOCK-334;National Apex Technologies 41;Real Estate;Dammam;Expertly handles comprehensive real estate strategies across the Saudi market aligned closely with Vision 2030 objectives.;www.nationalap.com.sa;contact@nationalap.com.sa;1119800000
SA-MOCK-335;United Pioneer Corp 26;Telecommunications;Dammam;Focuses on delivering cutting-edge telecommunications strategies for large corporations empowering businesses to grow exponentially.;;contact@unitedpion.com.sa;1521900000
SA-MOCK-336;Global Solutions 28;Energy;Riyadh;An established name in the energy space, known for sustainable systems to enterprise clients.;www.globalsolu.com.sa;hello@globalsolu.com.sa;13283300000
SA-MOCK-337;Smart Services 48;Real Estate;Riyadh;Operating primarily out of Riyadh, they provide real estate services to enterprise clients to streamline daily operations.;www.smartservi.com.sa;info@smartservi.com.sa;1964900000
SA-MOCK-338;Gulf Vision Corp 47;Information Technology;Jeddah;Dedicated to offering agile information technology systems for local SMEs to streamline daily operations.;;hello@gulfvision.com.sa;710000000
SA-MOCK-339;Smart Holdings 49;Banking;Jeddah;Transforming the banking landscape in Jeddah through sustainable solutions.;www.smartholdi.com.sa;contact@smartholdi.com.sa;24334200000
SA-MOCK-340;Gulf Vision Company 58;Construction;Riyadh;B2B construction specialists focusing on enterprise-grade solutions enhancing customer experiences.;;partners@gulfvision.com.sa;597400000
SA-MOCK-341;Global Group 94;Healthcare;Riyadh;B2B healthcare specialists focusing on tailored services with a strong focus on digital transformation.;www.globalgrou.com.sa;partners@globalgrou.com.sa;408900000
SA-MOCK-342;Gulf Technologies 15;Logistics;Jeddah;Dedicated to offering integrated logistics systems for the B2B sector empowering businesses to grow exponentially.;www.gulftechno.com.sa;hello@gulftechno.com.sa;252000000
SA-MOCK-343;Smart Apex Logistics 27;Logistics;Riyadh;A fast-growing logistics startup building the next generation of strategies in the MENA region.;www.smartapexl.com.sa;partners@smartapexl.com.sa;2368600000
